domanialite,arrondissement,libelle_francais,genre,espece,circonference_cm,hauteur_m,stade_de_developpement
1,12,4,4,4,180.0,18.0,3
1,9,4,4,4,83.0,13.0,3
1,12,2,2,2,90.0,10.0,3
1,11,4,4,4,110.0,15.0,3
1,5,2,2,2,101.0,10.0,3
1,17,2,2,8,124.0,12.0,3
1,11,4,4,4,230.0,20.0,3
1,4,4,4,4,35.0,5.0,1
1,12,7,7,7,180.0,12.0,3
1,13,4,4,4,85.0,11.0,2
2,6,89,76,124,25.0,2.0,1
1,7,5,5,5,110.0,12.0,3
1,3,4,4,4,70.0,10.0,3
1,18,5,5,5,120.0,15.0,3
1,4,2,2,8,70.0,7.0,3
1,6,5,5,29,75.0,12.0,3
1,5,4,4,4,57.0,10.0,2
2,11,1,1,1,45.0,8.0,3
2,7,4,4,4,115.0,12.0,3
2,5,1,1,7,70.0,5.0,3
2,3,4,4,4,300.0,15.0,3
7,13,18,17,21,40.0,7.0,1
2,5,3,3,3,105.0,8.0,3
1,2,29,28,14,113.0,13.0,3
1,12,2,2,8,30.0,6.0,1
2,20,31,29,37,18.0,3.0,1
1,2,2,2,2,118.0,15.0,3
1,13,4,4,4,133.0,15.0,3
3,24,47,43,57,45.0,9.0,2
2,5,2,2,2,172.0,15.0,3
1,4,4,4,4,55.0,10.0,2
1,1,7,7,7,95.0,10.0,1
1,5,7,7,7,91.0,14.0,3
3,16,4,4,18,221.0,28.0,3
1,8,13,13,17,50.0,6.0,2
6,6,30,18,36,10.0,2.0,1
1,3,19,18,22,25.0,5.0,1
1,1,65,56,88,95.0,8.0,2
6,2,5,5,14,76.0,11.0,3
1,6,5,5,29,70.0,10.0,2
2,1,20,19,23,175.0,6.0,4
5,8,5,5,14,110.0,8.0,3
1,10,2,2,2,41.0,6.0,2
2,5,2,2,2,320.0,25.0,4
1,7,19,18,22,90.0,10.0,3
1,13,7,7,7,159.0,20.0,3
2,7,2,2,8,130.0,15.0,3
3,19,10,10,12,80.0,6.0,2
1,10,2,2,2,145.0,18.0,3
2,11,39,36,48,180.0,25.0,3
1,6,4,4,4,50.0,8.0,1
1,13,19,18,22,70.0,12.0,2
6,17,4,4,4,72.0,12.0,2
1,8,4,4,28,35.0,5.0,1
8,3,68,31,156,15.0,4.0,1
1,4,10,10,12,50.0,8.0,3
1,3,19,18,22,20.0,5.0,1
1,17,1,1,16,83.0,12.0,3
2,13,16,10,20,50.0,7.0,2
1,12,1,1,16,45.0,6.0,3
1,25,187,55,424,25.0,5.0,2
2,11,24,23,26,60.0,6.0,1
1,7,4,4,4,20.0,5.0,1
1,5,1,1,195,28.0,5.0,1
1,5,2,2,2,100.0,12.0,2
2,4,27,26,34,135.0,9.0,2
1,3,5,5,5,100.0,10.0,3
2,17,9,9,103,56.0,6.0,2
2,1,5,5,14,121.0,10.0,2
4,6,11,11,53,90.0,7.0,3
5,6,26,25,107,35.0,6.0,1
1,8,1,1,15,35.0,7.0,1
1,12,1,1,15,35.0,4.0,1
1,7,26,25,40,55.0,6.0,2
2,12,2,2,8,105.0,8.0,3
3,7,1,1,1,60.0,14.0,3
1,5,7,7,7,98.0,13.0,3
1,5,4,4,4,160.0,18.0,3
1,17,18,17,21,120.0,10.0,3
1,8,5,5,5,90.0,10.0,3
1,3,4,4,4,25.0,5.0,1
5,12,7,7,7,125.0,14.0,3
1,4,5,5,5,110.0,15.0,3
2,11,23,22,11,170.0,16.0,3
1,6,7,7,7,75.0,10.0,2
3,17,50,45,66,98.0,12.0,3
1,2,4,4,4,80.0,11.0,3
1,8,40,37,49,50.0,6.0,2
2,13,1,1,70,61.0,6.0,2
1,7,36,33,86,25.0,5.0,1
1,5,4,4,4,110.0,13.0,3
1,17,27,26,95,51.0,7.0,1
1,1,16,10,20,60.0,6.0,1
5,13,47,43,57,108.0,10.0,3
2,13,1,1,195,35.0,5.0,2
2,11,2,2,2,85.0,9.0,1
1,23,4,4,4,200.0,25.0,2
1,2,2,2,2,184.0,17.0,3
6,15,26,25,40,55.0,5.0,2
6,13,1,1,1,123.0,14.0,3
1,12,2,2,8,25.0,6.0,2
1,9,10,10,12,57.0,10.0,2
1,7,52,20,122,30.0,5.0,1
1,10,4,4,4,205.0,25.0,3
1,7,7,7,7,115.0,12.0,3
1,12,5,5,5,10.0,10.0,3
5,19,43,39,118,75.0,8.0,2
1,3,2,2,8,55.0,5.0,2
2,3,6,6,51,55.0,5.0,1
1,5,5,5,29,57.0,8.0,2
1,3,4,4,4,100.0,10.0,3
1,11,5,5,14,35.0,5.0,1
1,2,2,2,2,207.0,20.0,4
3,7,1,1,1,130.0,14.0,3
3,19,54,48,72,26.0,3.0,1
2,8,34,31,14,80.0,5.0,3
2,17,1,1,82,157.0,16.0,3
1,22,4,4,4,60.0,10.0,2
1,5,2,2,2,110.0,15.0,3
2,4,9,9,45,105.0,10.0,3
1,12,5,5,5,150.0,18.0,3
5,5,40,37,49,90.0,15.0,3
4,13,29,28,14,117.0,18.0,3
2,13,23,22,50,170.0,20.0,3
2,17,1,1,109,35.0,5.0,1
1,17,18,17,21,95.0,8.0,3
1,5,2,2,2,153.0,22.0,3
3,16,67,25,90,100.0,5.0,3
1,6,5,5,27,100.0,10.0,2
1,8,22,21,25,90.0,15.0,3
1,4,2,2,8,20.0,5.0,1
1,1,1,1,1,100.0,8.0,3
1,6,6,6,30,60.0,10.0,3
1,11,4,4,4,125.0,16.0,2
1,10,2,2,2,125.0,15.0,3
1,8,7,7,7,80.0,12.0,3
2,4,26,25,40,40.0,3.0,2
3,19,95,80,141,134.0,13.0,3
1,18,4,4,4,180.0,25.0,3
7,7,67,25,90,55.0,6.0,2
3,16,2,2,2,245.0,25.0,4
1,18,13,13,85,80.0,10.0,2
2,3,7,7,7,130.0,10.0,3
2,5,1,1,16,77.0,7.0,2
1,2,2,2,2,194.0,17.0,3
1,5,4,4,4,290.0,15.0,4
1,6,8,8,10,70.0,10.0,2
2,17,9,9,33,46.0,4.0,1
1,1,6,6,64,90.0,6.0,2
2,1,53,47,71,65.0,8.0,2
2,13,10,10,162,45.0,7.0,1
2,5,6,6,9,84.0,8.0,2
1,12,7,7,7,100.0,12.0,3
1,1,1,1,1,140.0,10.0,2
2,7,57,49,74,95.0,18.0,3
1,18,7,7,7,75.0,10.0,2
1,5,4,4,4,227.0,22.0,4
1,17,2,2,2,100.0,13.0,3
1,10,2,2,2,200.0,16.0,3
1,7,7,7,7,70.0,8.0,2
1,4,35,32,44,135.0,8.0,3
1,14,4,4,4,89.0,13.0,3
1,5,2,2,2,145.0,15.0,3
1,5,5,5,29,20.0,5.0,1
1,8,5,5,27,30.0,5.0,1
1,7,7,7,7,135.0,15.0,3
1,13,26,25,63,20.0,5.0,1
1,2,2,2,2,46.0,10.0,3
3,16,2,2,2,202.0,25.0,4
1,1,4,4,4,165.0,15.0,3
1,10,49,25,63,35.0,4.0,1
4,13,59,51,75,115.0,8.0,3
1,4,4,4,4,140.0,18.0,3
6,21,5,5,29,85.0,12.0,3
1,4,4,4,28,204.0,10.0,3
2,4,5,5,14,155.0,14.0,3
1,8,19,18,22,35.0,6.0,1
1,5,7,7,7,86.0,11.0,3
1,17,29,28,14,125.0,17.0,3
6,1,1,1,15,30.0,4.0,1
1,18,65,56,88,95.0,10.0,2
1,4,4,4,28,140.0,22.0,3
5,8,18,17,21,12.0,6.0,2
2,8,71,25,94,30.0,5.0,1
6,7,4,4,4,135.0,12.0,3
2,7,24,23,26,30.0,4.0,2
6,7,2,2,2,125.0,12.0,3
1,12,29,28,424,45.0,7.0,2
1,8,5,5,5,70.0,10.0,2
1,1,4,4,4,240.0,20.0,4
1,1,4,4,4,145.0,15.0,3
4,17,5,5,5,107.0,8.0,3
1,3,4,4,4,65.0,10.0,2
3,7,11,11,53,60.0,4.0,2
1,12,18,17,21,58.0,7.0,2
1,12,4,4,4,180.0,18.0,3
1,1,4,4,4,240.0,20.0,4
1,6,7,7,7,25.0,5.0,1
2,17,43,39,97,28.0,5.0,1
1,6,1,1,16,60.0,10.0,2
1,11,1,1,16,25.0,5.0,1
1,6,4,4,4,270.0,20.0,4
1,9,4,4,4,60.0,8.0,3
2,11,6,6,14,120.0,6.0,3
1,5,2,2,2,70.0,10.0,2
1,3,10,10,73,25.0,5.0,1
2,3,10,10,14,35.0,5.0,1
1,7,78,25,102,20.0,4.0,1
3,16,4,4,18,289.0,25.0,4
1,7,5,5,5,40.0,5.0,1
1,10,4,4,4,330.0,28.0,4
1,8,2,2,2,50.0,6.0,2
1,23,4,4,4,20.0,5.0,1
2,7,41,38,11,80.0,10.0,3
2,11,6,6,9,150.0,20.0,3
4,5,16,10,20,20.0,2.0,1
1,5,4,4,4,164.0,18.0,3
1,14,4,4,4,45.0,9.0,2
1,8,40,37,49,42.0,7.0,1
1,17,4,4,4,130.0,14.0,3
1,2,2,2,8,47.0,7.0,1
1,18,5,5,5,105.0,10.0,3
2,8,6,6,9,20.0,4.0,1
1,17,4,4,4,49.0,7.0,1
6,6,4,4,4,130.0,18.0,3
2,5,51,46,67,142.0,14.0,3
1,8,10,10,42,25.0,3.0,1
1,5,5,5,29,52.0,7.0,2
1,12,5,5,27,90.0,12.0,3
1,12,1,1,16,75.0,8.0,3
2,7,80,68,144,105.0,15.0,3
2,12,26,25,40,70.0,5.0,3
1,3,22,21,294,145.0,10.0,3
1,6,4,4,4,150.0,22.0,3
1,6,23,22,80,110.0,20.0,3
1,7,5,5,27,70.0,8.0,2
3,16,4,4,18,231.0,28.0,3
1,25,2,2,14,95.0,5.0,2
3,13,1,1,1,80.0,10.0,2
1,17,2,2,2,126.0,12.0,3
1,3,2,2,2,65.0,5.0,3
2,18,7,7,7,115.0,15.0,3
2,12,25,24,31,70.0,10.0,3
2,4,5,5,5,155.0,13.0,3
6,12,53,47,71,60.0,7.0,2
2,17,29,28,424,61.0,8.0,1
1,23,2,2,8,40.0,8.0,1
1,3,22,21,25,150.0,15.0,3
1,6,5,5,27,95.0,8.0,2
5,9,9,9,11,60.0,5.0,2
2,6,1,1,55,25.0,2.0,1
1,2,2,2,2,120.0,11.0,3
1,3,4,4,4,60.0,10.0,2
2,6,52,20,33,20.0,3.0,1
1,6,4,4,4,200.0,25.0,4
1,17,65,56,88,130.0,10.0,3
1,1,4,4,4,25.0,3.0,1
6,7,1,1,16,65.0,8.0,1
2,1,5,5,5,218.0,18.0,3
1,5,4,4,4,164.0,16.0,3
1,20,4,4,4,242.0,22.0,4
5,7,1,1,82,90.0,12.0,3
1,2,4,4,4,97.0,16.0,3
1,7,10,10,42,20.0,5.0,1
3,1,5,5,29,100.0,10.0,2
1,2,2,2,2,60.0,9.0,2
2,3,2,2,2,305.0,20.0,3
4,7,23,22,11,166.0,18.0,3
2,12,5,5,43,65.0,10.0,3
1,5,2,2,2,82.0,10.0,2
6,8,1,1,16,20.0,5.0,1
1,15,4,4,4,75.0,10.0,2
1,12,19,18,22,70.0,10.0,3
1,25,24,23,26,60.0,5.0,3
3,7,1,1,1,140.0,14.0,3
1,4,4,4,4,180.0,20.0,3
1,10,8,8,10,75.0,8.0,3
1,18,24,23,26,25.0,5.0,1
1,5,4,4,4,292.0,27.0,4
2,2,65,56,88,35.0,5.0,1
1,6,23,22,80,115.0,20.0,3
7,8,1,1,16,125.0,8.0,3
1,8,5,5,5,75.0,10.0,2
1,18,5,5,5,125.0,20.0,3
2,13,102,25,63,18.0,3.0,1
1,8,29,28,148,170.0,20.0,4
1,12,4,4,4,150.0,15.0,3
2,11,25,24,31,50.0,3.0,1
1,5,4,4,4,182.0,16.0,3
2,6,9,9,45,70.0,8.0,2
1,10,2,2,2,145.0,14.0,3
1,7,7,7,7,75.0,10.0,2
1,13,29,28,148,160.0,18.0,4
5,7,24,23,26,80.0,6.0,3
1,8,1,1,16,20.0,5.0,1
1,11,4,4,4,115.0,24.0,3
2,5,26,25,40,35.0,3.0,1
1,8,4,4,4,161.0,13.0,3
1,6,23,22,106,25.0,6.0,1
1,9,7,7,7,86.0,9.0,3
1,6,1,1,109,95.0,12.0,3
4,13,23,22,169,223.0,17.0,4
1,2,4,4,4,197.0,18.0,4
1,6,45,41,14,80.0,10.0,2
3,1,5,5,29,80.0,4.0,2
1,3,4,4,4,80.0,10.0,2
1,11,2,2,14,65.0,12.0,1
6,3,5,5,5,100.0,10.0,3
1,1,4,4,4,35.0,5.0,1
6,8,5,5,14,75.0,7.0,2
1,8,18,17,21,110.0,15.0,3
1,3,5,5,5,120.0,10.0,3
1,10,8,8,10,64.0,10.0,3
1,12,1,1,41,30.0,5.0,1
1,2,2,2,2,160.0,17.0,3
2,11,2,2,2,260.0,25.0,3
1,17,1,1,16,32.0,5.0,1
1,1,2,2,2,65.0,8.0,1
1,4,5,5,5,100.0,9.0,3
1,1,4,4,4,115.0,10.0,2
1,9,4,4,4,274.0,16.0,4
1,12,27,26,95,40.0,7.0,2
2,4,7,7,7,120.0,8.0,3
1,7,10,10,12,135.0,15.0,3
1,5,35,32,44,111.0,15.0,3
1,1,4,4,4,215.0,20.0,3
1,4,4,4,28,45.0,10.0,1
1,6,18,17,21,80.0,10.0,3
2,3,29,28,148,85.0,5.0,3
1,7,29,28,424,20.0,4.0,1
3,19,10,10,12,40.0,4.0,1
2,11,25,24,31,120.0,12.0,3
1,1,4,4,4,40.0,5.0,1
3,7,1,1,1,220.0,16.0,3
1,5,4,4,4,23.0,5.0,1
1,3,94,25,140,45.0,5.0,2
1,7,7,7,7,75.0,10.0,3
1,10,4,4,18,50.0,8.0,2
3,7,10,10,14,80.0,10.0,2
1,8,18,17,21,25.0,3.0,1
2,11,6,6,30,50.0,10.0,2
1,2,2,2,2,80.0,9.0,2
1,15,2,2,2,15.0,5.0,1
2,17,43,39,97,76.0,13.0,2
2,17,43,39,97,32.0,6.0,1
2,1,67,25,90,75.0,5.0,1
1,9,13,13,17,85.0,8.0,3
4,5,5,5,27,85.0,10.0,3
1,6,7,7,7,55.0,6.0,1
3,13,1,1,16,104.0,11.0,3
2,11,10,10,14,35.0,8.0,1
1,8,67,25,90,30.0,3.0,1
1,2,2,2,2,130.0,16.0,3
1,8,24,23,26,45.0,8.0,1
1,5,7,7,7,38.0,5.0,1
1,3,4,4,4,110.0,10.0,3
2,7,5,5,27,85.0,12.0,2
1,8,4,4,4,40.0,5.0,1
3,19,67,25,90,129.0,7.0,4
2,1,9,9,103,187.0,20.0,3
6,8,4,4,4,65.0,10.0,2
1,5,7,7,7,119.0,8.0,3
2,17,9,9,45,94.0,8.0,3
5,19,86,8,120,10.0,1.0,1
1,15,4,4,4,105.0,10.0,3
1,8,18,17,21,60.0,8.0,2
1,7,5,5,5,65.0,8.0,2
3,7,1,1,1,170.0,10.0,3
2,17,24,23,26,20.0,3.0,1
6,8,21,20,24,10.0,1.0,1
2,12,5,5,73,90.0,14.0,3
2,8,18,17,21,30.0,3.0,1
2,11,6,6,14,255.0,19.0,3
3,5,47,44,62,44.0,8.0,2
1,22,2,2,2,35.0,6.0,1
1,7,7,7,7,30.0,5.0,1
1,10,2,2,8,70.0,8.0,2
1,3,4,4,4,155.0,10.0,3
2,17,10,10,42,74.0,8.0,2
2,1,2,2,2,249.0,20.0,4
1,17,4,4,4,85.0,10.0,2
2,4,1,1,70,125.0,13.0,3
1,8,2,2,2,110.0,12.0,3
1,5,7,7,7,109.0,15.0,3
1,12,5,5,29,75.0,10.0,3
1,14,4,4,4,195.0,20.0,3
1,5,5,5,5,21.0,5.0,1
7,17,1,1,1,95.0,12.0,3
1,8,7,7,7,40.0,9.0,1
1,4,2,2,2,110.0,12.0,3
1,13,187,25,424,50.0,7.0,2
2,1,58,50,136,55.0,6.0,1
2,15,5,5,5,158.0,8.0,3
1,12,7,7,7,65.0,10.0,3
1,3,4,4,4,95.0,15.0,3
1,8,2,2,2,55.0,6.0,2
2,18,31,29,37,15.0,2.0,1
6,9,2,2,2,111.0,12.0,3
1,11,1,1,15,40.0,6.0,1
2,11,24,23,26,20.0,5.0,1
1,3,2,2,2,90.0,10.0,3
1,8,52,20,424,35.0,6.0,2
1,6,4,4,18,60.0,10.0,2
1,10,5,5,27,25.0,5.0,1
6,6,2,2,2,105.0,12.0,3
2,4,5,5,5,130.0,16.0,3
4,5,23,22,11,110.0,15.0,3
1,5,2,2,2,85.0,12.0,3
1,23,2,2,2,115.0,15.0,3
2,17,43,39,97,38.0,7.0,1
1,20,4,4,4,116.0,16.0,2
1,6,1,1,1,135.0,15.0,3
1,9,15,15,19,84.0,11.0,3
1,6,18,17,21,120.0,15.0,3
1,17,7,7,7,100.0,12.0,3
2,5,22,21,25,180.0,18.0,4
1,4,2,2,2,40.0,6.0,1
1,11,2,2,2,40.0,8.0,1
1,9,29,28,424,26.0,4.0,3
1,13,5,5,27,25.0,6.0,1
6,1,31,29,37,15.0,3.0,1
1,2,2,2,2,120.0,15.0,3
1,8,2,2,8,90.0,8.0,2
2,22,2,2,2,65.0,7.0,2
3,7,1,1,15,45.0,5.0,3
1,8,7,7,7,75.0,10.0,2
2,7,28,27,50,140.0,6.0,3
1,8,10,10,12,70.0,10.0,1
1,10,4,4,4,83.0,16.0,3
1,18,4,4,4,25.0,5.0,1
1,17,26,25,63,20.0,5.0,1
1,20,4,4,4,92.0,10.0,3
3,19,45,41,27,30.0,4.0,1
1,7,5,5,43,85.0,10.0,3
1,8,44,40,53,20.0,5.0,1
2,6,9,9,248,25.0,3.0,1
1,13,4,4,4,122.0,15.0,3
1,4,5,5,5,75.0,10.0,3
1,1,1,1,1,60.0,5.0,1
3,19,4,4,4,112.0,12.0,3
5,12,5,5,27,165.0,16.0,3
2,3,50,45,66,55.0,5.0,1
1,5,4,4,4,255.0,22.0,4
6,8,22,21,25,55.0,12.0,2
4,13,9,9,11,78.0,5.0,3
1,12,8,8,10,65.0,8.0,2
1,6,4,4,4,235.0,20.0,4
3,17,46,42,56,52.0,7.0,3
1,8,5,5,5,60.0,5.0,1
1,3,4,4,4,75.0,10.0,2
1,1,2,2,8,80.0,7.0,2
2,7,12,12,14,65.0,3.0,2
1,18,22,21,25,110.0,15.0,3
1,4,2,2,2,135.0,14.0,3
1,12,5,5,29,95.0,15.0,3
3,17,2,2,2,217.0,15.0,4
1,13,64,55,87,27.0,5.0,2
3,16,26,25,63,130.0,5.0,3
1,18,24,23,26,75.0,10.0,2
1,5,2,2,2,105.0,13.0,3
1,4,4,4,28,310.0,25.0,4
1,6,14,14,5,100.0,5.0,3
1,12,2,2,8,75.0,8.0,3
2,13,7,7,7,215.0,22.0,3
5,8,5,5,29,140.0,8.0,3
1,7,24,23,26,70.0,8.0,2
1,5,1,1,1,89.0,14.0,3
1,18,2,2,2,75.0,10.0,2
2,8,1,1,114,30.0,2.0,1
2,7,2,2,8,135.0,10.0,3
1,8,4,4,28,135.0,20.0,3
1,1,2,2,2,70.0,6.0,1
1,5,2,2,2,125.0,16.0,3
1,11,2,2,2,185.0,17.0,3
3,19,41,38,11,70.0,8.0,2
1,23,51,46,67,20.0,5.0,1
1,6,4,4,4,220.0,25.0,4
1,1,38,35,47,40.0,5.0,1
1,2,2,2,2,37.0,5.0,1
1,8,24,23,26,60.0,10.0,2
1,6,8,8,10,60.0,10.0,2
1,7,36,33,86,30.0,5.0,1
3,7,25,24,31,80.0,8.0,3
1,12,4,4,4,65.0,8.0,3
1,10,2,2,2,175.0,16.0,3
1,3,4,4,4,85.0,10.0,3
1,13,4,4,4,83.0,10.0,2
1,2,4,4,4,94.0,10.0,3
3,19,2,2,2,208.0,16.0,4
1,5,7,7,7,107.0,12.0,3
1,13,18,17,21,64.0,8.0,3
6,3,21,20,24,5.0,2.0,1
2,4,4,4,4,65.0,8.0,2
1,22,2,2,2,120.0,16.0,3
1,2,2,2,2,110.0,14.0,3
6,6,30,18,36,40.0,2.0,2
1,8,2,2,2,40.0,6.0,1
1,12,5,5,5,75.0,10.0,3
1,12,4,4,4,120.0,15.0,3
1,2,2,2,2,170.0,18.0,3
1,17,65,56,88,43.0,5.0,2
1,25,18,17,21,50.0,5.0,2
1,15,8,8,10,55.0,10.0,2
2,4,5,5,14,125.0,14.0,3
2,11,4,4,4,215.0,20.0,3
6,3,4,4,4,225.0,20.0,3
1,18,7,7,7,140.0,15.0,3
1,6,23,22,80,140.0,20.0,3
1,23,4,4,4,45.0,8.0,1
1,13,5,5,27,68.0,7.0,2
1,11,4,4,4,230.0,22.0,3
1,12,40,37,49,100.0,15.0,3
4,7,13,13,65,20.0,5.0,1
1,18,4,4,4,120.0,20.0,3
1,18,5,5,5,85.0,10.0,3
1,13,2,2,8,58.0,6.0,2
2,11,58,50,14,90.0,6.0,3
1,18,2,2,14,135.0,10.0,3
2,11,25,24,31,60.0,8.0,3
2,15,5,5,29,91.0,8.0,3
1,11,5,5,5,105.0,10.0,3
1,8,23,22,11,270.0,25.0,4
3,19,10,10,12,137.0,13.0,3
1,6,22,21,25,135.0,15.0,3
3,19,22,21,25,154.0,8.0,3
5,6,26,25,32,35.0,6.0,1
1,8,19,18,22,60.0,10.0,2
3,16,4,4,18,234.0,28.0,4
1,10,5,5,27,185.0,18.0,3
1,5,7,7,7,86.0,10.0,2
1,2,4,4,4,84.0,12.0,3
6,6,26,25,54,35.0,5.0,2
1,1,1,1,16,95.0,15.0,2
6,13,2,2,2,110.0,15.0,3
3,19,5,5,5,153.0,16.0,3
1,9,27,26,95,94.0,13.0,3
2,17,6,6,51,26.0,5.0,1
2,7,67,25,90,80.0,5.0,3
1,6,21,20,24,20.0,1.0,1
1,17,1,1,1,45.0,6.0,1
1,12,2,2,2,175.0,12.0,3
3,19,47,43,57,199.0,8.0,3
1,3,2,2,2,145.0,10.0,3
1,12,4,4,4,55.0,10.0,2
1,5,2,2,2,98.0,11.0,3
1,6,1,1,1,100.0,10.0,2
2,5,5,5,43,110.0,11.0,3
1,8,23,22,11,195.0,25.0,4
1,17,26,25,40,113.0,6.0,3
1,23,5,5,163,20.0,5.0,1
2,7,2,2,8,120.0,15.0,3
1,1,4,4,4,75.0,8.0,1
1,4,2,2,2,140.0,18.0,3
1,12,2,2,2,95.0,10.0,3
1,5,4,4,4,144.0,20.0,3
4,5,22,21,25,130.0,12.0,3
1,8,4,4,4,45.0,8.0,2
2,11,16,10,20,25.0,6.0,3
1,12,4,4,4,30.0,7.0,1
1,13,18,17,21,120.0,16.0,2
1,2,4,4,4,87.0,10.0,3
1,12,5,5,27,130.0,15.0,3
2,5,2,2,260,29.0,2.0,2
1,9,4,4,4,323.0,16.0,4
3,13,1,1,16,70.0,9.0,2
1,9,24,23,26,30.0,7.0,1
1,13,7,7,7,109.0,18.0,3
1,2,4,4,4,143.0,15.0,3
2,3,13,13,17,80.0,5.0,3
1,13,5,5,5,120.0,11.0,3
6,1,4,4,4,175.0,18.0,3
1,6,7,7,7,45.0,5.0,1
3,24,47,43,57,10.0,1.0,1
2,4,14,14,5,240.0,16.0,4
1,11,1,1,16,95.0,8.0,3
2,9,4,4,4,380.0,23.0,3
1,15,4,4,4,60.0,10.0,2
1,5,2,2,8,25.0,4.0,1
4,5,7,7,7,145.0,17.0,3
5,18,21,20,24,20.0,2.0,1
3,19,95,80,141,136.0,12.0,3
4,7,59,51,75,430.0,15.0,4
1,5,5,5,5,101.0,12.0,3
2,13,10,10,12,55.0,7.0,2
1,8,40,37,49,45.0,8.0,2
1,20,4,4,4,130.0,19.0,3
6,14,4,4,4,75.0,12.0,3
1,6,4,4,4,130.0,15.0,3
1,7,1,1,41,35.0,6.0,1
1,6,2,2,2,200.0,15.0,4
1,13,4,4,4,95.0,11.0,2
1,17,7,7,7,20.0,5.0,1
1,10,16,10,20,53.0,8.0,3
1,11,4,4,4,130.0,20.0,3
1,3,53,47,71,100.0,10.0,3
1,4,4,4,28,65.0,12.0,2
1,4,2,2,8,70.0,10.0,2
1,13,4,4,4,35.0,5.0,1
1,12,5,5,27,80.0,10.0,3
1,4,4,4,28,130.0,20.0,3
1,22,2,2,2,90.0,10.0,3
1,13,5,5,5,43.0,6.0,1
1,3,10,10,14,40.0,5.0,1
1,8,7,7,7,60.0,8.0,2
1,5,4,4,4,126.0,20.0,3
1,2,5,5,5,347.0,6.0,2
1,3,24,23,26,40.0,5.0,2
1,8,7,7,7,65.0,10.0,2
7,3,1,1,1,135.0,15.0,3
1,8,4,4,28,30.0,5.0,1
5,8,18,17,21,10.0,6.0,2
3,16,4,4,18,252.0,30.0,4
1,5,4,4,4,96.0,15.0,3
1,6,23,22,80,120.0,16.0,3
1,3,4,4,4,115.0,10.0,3
1,10,2,2,2,50.0,8.0,2
3,19,41,38,11,124.0,11.0,3
1,10,4,4,18,180.0,22.0,3
5,7,5,5,5,115.0,12.0,3
3,19,8,8,10,72.0,9.0,2
1,7,5,5,5,100.0,8.0,3
3,19,24,23,26,107.0,7.0,3
1,1,1,1,1,90.0,8.0,2
1,4,4,4,4,60.0,12.0,2
1,3,4,4,4,80.0,10.0,3
1,17,7,7,7,52.0,6.0,1
1,22,4,4,4,30.0,6.0,1
1,5,7,7,7,95.0,13.0,3
1,15,4,4,4,60.0,10.0,2
1,11,2,2,2,55.0,9.0,1
2,6,81,69,108,200.0,15.0,3
1,5,2,2,2,85.0,10.0,2
1,8,8,8,10,90.0,12.0,3
1,5,4,4,4,405.0,30.0,4
1,5,2,2,2,130.0,20.0,3
1,8,10,10,42,20.0,5.0,1
1,12,7,7,7,120.0,10.0,3
1,8,7,7,7,60.0,5.0,2
1,1,4,4,4,35.0,5.0,1
1,18,4,4,18,100.0,15.0,3
1,3,187,2,424,60.0,5.0,2
1,2,2,2,2,90.0,12.0,3
1,11,6,6,14,155.0,17.0,3
1,8,18,17,21,45.0,5.0,2
3,19,5,5,29,25.0,6.0,1
1,18,7,7,7,65.0,5.0,2
2,1,10,10,73,125.0,12.0,2
2,11,5,5,163,50.0,6.0,2
2,12,5,5,73,100.0,15.0,3
1,1,2,2,2,135.0,15.0,3
1,12,78,25,102,50.0,6.0,2
1,18,4,4,4,35.0,8.0,1
1,2,18,17,21,60.0,9.0,3
2,17,5,5,27,86.0,11.0,3
1,5,4,4,4,100.0,12.0,3
2,5,52,20,424,27.0,4.0,1
1,3,2,2,14,105.0,5.0,3
1,6,4,4,18,70.0,15.0,2
1,3,5,5,43,125.0,10.0,3
1,6,1,1,16,50.0,5.0,1
3,13,1,1,1,90.0,10.0,2
1,13,4,4,4,149.0,15.0,3
1,6,4,4,18,215.0,25.0,4
1,5,2,2,2,98.0,11.0,3
1,6,1,1,1,155.0,20.0,3
1,4,4,4,28,340.0,25.0,4
1,7,8,8,10,80.0,6.0,2
1,7,10,10,12,85.0,6.0,3
3,19,1,1,1,140.0,17.0,3
1,4,2,2,2,120.0,16.0,3
1,14,6,6,30,55.0,5.0,2
1,18,7,7,7,115.0,15.0,3
1,13,24,23,26,91.0,16.0,3
1,4,5,5,5,90.0,10.0,3
6,1,4,4,4,135.0,15.0,3
3,13,83,72,14,10.0,2.0,1
5,13,2,2,2,148.0,12.0,3
3,7,7,7,7,165.0,20.0,3
2,4,7,7,7,170.0,14.0,3
1,8,4,4,28,85.0,12.0,3
6,13,2,2,2,122.0,16.0,3
1,8,23,22,80,115.0,15.0,3
1,1,40,37,49,90.0,9.0,2
1,2,2,2,2,20.0,4.0,1
1,25,23,22,80,110.0,10.0,3
1,1,4,4,4,25.0,5.0,1
1,2,4,4,4,112.0,13.0,3
5,7,22,21,25,135.0,15.0,3
1,6,4,4,4,35.0,7.0,1
3,24,47,43,57,25.0,3.0,2
6,12,2,2,2,75.0,8.0,2
1,6,4,4,18,70.0,15.0,2
1,6,7,7,7,85.0,10.0,2
1,4,50,45,66,75.0,10.0,3
1,12,2,2,8,80.0,10.0,3
1,23,4,4,4,120.0,20.0,3
1,12,7,7,7,70.0,10.0,3
